mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
21.516813611984254,0.18868649973459886,0.4186011791229248,0.01225844664253979,,1,8,80,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 80}",-45.52281711360736,-45.90751472612352,-52.546890263151106,-51.06093410627982,-56.30155385910391,-50.26794201365314,4.092833979806401,3
45.2515748500824,0.48967851360960135,0.8843772888183594,0.03319047687952791,,1,8,170,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 170}",-45.74998179091156,-45.9553437763612,-52.06100117631852,-50.42683362076432,-55.75918530713551,-49.990469134298216,3.7952489443651762,2
59.12532877922058,0.9030144443720236,1.176600742340088,0.07028148923674256,,1,8,225,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 225}",-45.71541060633654,-45.73077489987453,-52.163577003469854,-50.35560954111383,-55.58004650974391,-49.90908371210774,3.807547846512086,1
20.492208576202394,0.39055761904344505,0.4003289699554443,0.03332288450324416,,2,8,80,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 80}",-45.756607223508574,-48.65066888764108,-52.63474793712907,-51.67375004879131,-57.08383656306063,-51.15992213202613,3.8216241655800887,6
43.96274919509888,0.4816057729530051,0.8775358676910401,0.08379706402533071,,2,8,170,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 170}",-45.88226027069784,-48.74026389917223,-52.268596889059204,-51.32734122206893,-56.50572603254267,-50.944837662708174,3.558425557827474,5
58.52111496925354,0.6294612358714431,1.0773998737335204,0.03243869444557388,,2,8,225,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 225}",-45.925048045802555,-48.53625580485611,-52.203109052781016,-51.17599946133594,-56.35534309727539,-50.839151092410205,3.5172136083542846,4
20.434137773513793,0.5266450909527404,0.4061093330383301,0.02902444054115634,,3,8,80,"{'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 80}",-47.147853220253594,-50.26906572783774,-53.710898147877835,-52.35868989851522,-57.920973579014465,-52.28149611469977,3.584885508712656,9
43.988225030899045,0.38093002745532606,0.7921614170074462,0.018210695390362144,,3,8,170,"{'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 170}",-47.12650196208176,-50.39278662209883,-53.34969737176076,-52.000310773764504,-57.29659419202827,-52.03317818434683,3.3527364088177443,8
56.01818332672119,0.6944265336355437,0.9792389392852783,0.00926672436353646,,3,8,225,"{'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 225}",-47.08372401351743,-50.31179531752096,-53.297640190067504,-51.90531339853656,-57.17615014958352,-51.95492461384519,3.331516521328775,7
19.38717746734619,0.5873092413738262,0.3459933280944824,0.006473018641511943,,4,8,80,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 80}",-48.00432299550162,-52.1262700416267,-54.84316558363804,-53.85056904008113,-58.796907676923865,-53.52424706755427,3.5233757537244825,12
38.43641104698181,0.8918070211428708,0.5598043441772461,0.03943946383955857,,4,8,170,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 170}",-48.14965043249161,-52.27079246550064,-54.528794930744326,-53.47660713615771,-58.19573004610136,-53.32431500219913,3.258579827673669,11
39.50768127441406,2.0198375183847714,0.5868916511535645,0.032680028381898096,,4,8,225,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 225}",-48.133777326620894,-52.16554884298486,-54.46044406374654,-53.328756852383265,-58.039871560193085,-53.22567972918573,3.2175474639573114,10
